gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000102242,RP23-20E4.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102245,RP23-224G12.2,,processed_pseudogene,0,0,0,0,1.001,0,0,0,1.00134,0,0,0,0,0,0,0,0,1.00047,1,0,0
ENSMUSG00000102247,RP23-241H7.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102248,RP23-11M24.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102252,Snrpn,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102254,RP24-75E15.4,,processed_pseudogene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102255,CH36-211B12.4,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102261,RP23-199M5.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102262,CH36-250N13.1,,unprocessed_pseudogene,0,0,0,0.00473533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102264,RP24-498N22.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102265,RP24-474E20.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0.998654,0,0,0,0.00136127,0,0,0,0,0,0
ENSMUSG00000102268,RP23-270P19.5,,processed_pseudogene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000102269,RP23-285G23.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102270,RP23-466K3.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102272,RP23-411P10.2,,processed_pseudogene,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000102274,RP23-196E24.2,,processed_pseudogene,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102281,Ighv1-30,,IG_V_pseudogene,3.04248,0,0,4.09697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102283,RP23-339P23.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102285,RP23-242N11.15,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102288,RP24-355N14.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102290,CH36-326H15.9,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102295,Ighv1-57,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102298,RP24-549O22.3,,processed_pseudogene,0,0,0,0,1.00476,0,0,0,0,0,0,1.00071,1.00178,0,0,0,1.00503,0,0,0,0
ENSMUSG00000102301,Ighv8-2,,IG_V_gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102304,RP24-271M6.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102308,RP24-157G15.1,102641167;76968,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102311,RP23-242N11.8,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102312,Pcdha3,192163,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102313,Ighv1-62-1,,IG_V_gene,0,0,0,26,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102315,Ighv1-28,,IG_V_pseudogene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102318,RP24-375O5.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102320,RP24-181G14.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102327,Trbv12-3,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000102328,RP24-129M10.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349804,0.395087,0,0
ENSMUSG00000102334,RP23-331D18.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102337,RP23-125E16.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102339,CH36-278L19.5,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102341,RP23-281G14.1,,processed_pseudogene,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102342,RP24-397C18.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102345,RP23-39I4.11,,processed_pseudogene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102347,RP24-375O5.4,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102354,RP24-129M10.2,,unprocessed_pseudogene,0,0,0,0,0,0.00301858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102358,RP24-268H2.4,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102364,Ighv8-5,,IG_V_gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102366,RP24-194N20.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102367,Kiss1,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102371,Olfr258-ps1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102381,Ighv8-7,,IG_V_pseudogene,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000102387,RP24-323M2.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102388,CH36-86D6.3,,protein_coding,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,1.25555,0
ENSMUSG00000102390,RP23-174P13.1,,processed_pseudogene,0,0.838774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102393,RP23-349L11.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102394,RP23-145A18.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102395,AC158361.1,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102399,RP24-75E15.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0
ENSMUSG00000102402,RP24-122G9.16,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102409,Trbv18,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102412,Cd28,,protein_coding,3.25062,10.9994,18.9963,12.9995,11.9974,11.9978,0,0.999731,5.99984,0,4.99941,0.999575,0.999557,0,0,0.99991,0.999663,6.9991,2.99941,0.999886,15.7289
ENSMUSG00000102416,RP23-247A1.6,,processed_transcript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000102418,Sh2d1b1,26904,protein_coding,105.929,56,134,5,19,13,6,14,20,6,16,13,2,6.89192,1,1,3,4,15,26,38
ENSMUSG00000102421,RP24-336M14.4,,unprocessed_pseudogene,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102422,SCHIP1,100505386,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102426,RP23-330G24.3,,TEC,7.5787,7.73049,63,50,23.9803,24,2,21.2347,36,0,3,10,1,2.20658,0,1,10,7,32,22,33
ENSMUSG00000102428,PCDHGA12,93724,protein_coding,1.74256,6.32537,2.06376,30.1334,12.3216,1.73876,1.03024,18.858,30.324,0,2.16601,0,0,2.15951,2.00779,0,8.22657,1.02171,40.2457,12.095,23.6749
ENSMUSG00000102430,RP23-424K5.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000102433,RP23-436K7.4,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102435,Gm21308,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102438,RP24-247N18.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102440,PCDHGA9,93717,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102442,RP23-95L22.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102443,RP23-431L24.1,,processed_pseudogene,6.06842,9.92406,20.9493,38.5128,3.38748,1.16307,1.20427,42.7288,31.3967,3.23635,5.77293,6.52327,2.25852,3.18703,26.2333,0,23.2444,9.7387,215.309,43.9746,13.4014
ENSMUSG00000102445,RP23-242N11.12,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102446,RP23-387L22.1,,processed_pseudogene,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000102447,RP23-101P2.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,1.00197,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102453,Ighv1-48,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000102455,Tmem150a,232086,protein_coding,12.3133,5.40348,10,11.51986,4.00536,5,0,3,3.00558,0,0.695386,6.5,0.675049,1,0,1,0,0,5.03235,1.5,2.5
ENSMUSG00000102462,RP23-242N11.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102463,RP23-463B12.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102471,RP24-505E24.2,,processed_pseudogene,0,0,0,1.00208,0,0,0,0,0,1.00467,0,0,0,0,0,0,2.00211,0,2.02173,0,0
ENSMUSG00000102475,RP23-293I7.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000102478,RP24-268A16.1,,transcribed_processed_pseudogene,0,2.09937,6.58779,15.9999,3.090808,0,0,1.10759,13.2304,4.18253,5.21853,0,0,2.06364,0,0,1.02868,1.01016,3.49657,2.38778,3.27569
ENSMUSG00000102479,RP23-147E23.9,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102483,RP23-474A1.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSMUSG00000102485,RP23-227A12.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102486,RP24-325L5.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945329,0,0,0
ENSMUSG00000102487,RP24-375O5.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102489,RP23-35F4.1,,processed_pseudogene,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102490,RP24-549O22.1,,processed_pseudogene,0,0,0,0,1.00064,0,0,0,0,0,0,0,1.00168,1.00057,0,0,1.10458,0,0,0,0
ENSMUSG00000102493,RP23-393P20.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102497,Ighv13-1,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102499,RP24-70I14.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102502,Ighv1-10,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102506,RP24-372A17.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000102507,RP24-122G9.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102510,Olfr1398-ps1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102511,RP23-455B5.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000102512,Ighv1-29,,IG_V_pseudogene,0,0,0,1.02492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102513,RP24-373O2.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102514,RP23-469J3.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102515,Ighv12-2,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102524,Ighv1-2,,IG_V_pseudogene,0,0,0,0,3.0669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000102525,RP23-396I19.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102528,Ighv1-45,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102529,RP24-163C12.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102532,RP23-270B12.27,,IG_D_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102534,RP23-5K7.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102535,Ighv1-41,,IG_V_pseudogene,8,21,3,0,1,3,3,22,11,0,1,2,1,1,0,0,1,0,5,7,14
ENSMUSG00000102537,RP23-166L24.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102541,RP24-187B13.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102543,PCDHGC5,93708,protein_coding,2,0,0,0,0,0,0.522249,0,0,0,0,0,0,0,0,0.90125,0,0,1.88265,0,0
ENSMUSG00000102546,RP23-155G2.1,,processed_pseudogene,0,0,1.03586,1.02485,0,0,0,0,0,0,1.02882,0,0,0,1.08189,0,0,0,2.08493,2.07982,1.49226
ENSMUSG00000102550,RP23-241H7.1,,processed_pseudogene,2.0105,1.00359,0,1.00313,2.00641,0,1.00375,1.00466,0,1.0143,1.00363,0,0,0,2.04008,0,10.0232,0,0,0,0
ENSMUSG00000102552,RP24-550J1.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102554,RP23-448A11.17,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102566,RP24-372I24.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102580,RP24-550J1.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102583,RP24-73D21.3,,unprocessed_pseudogene,0.724414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102587,Ighv1-13,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102589,RP24-93J4.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102596,RP24-377A16.1,,processed_pseudogene,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000102601,Ighv3-7,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102603,Olfr431-ps1,,unprocessed_pseudogene,0,0,0,0,0,0,0,1.81316,0,0,0,1.6932,0,0,0,0,0,0,0,0,0
ENSMUSG00000102606,RP24-286C21.2,,processed_pseudogene,0,0,0,1.54819,1.02983,0,0,5.2279,2.10204,0,0,1.03488,0,0,0,0,0,0,2.10314,0,0
ENSMUSG00000102609,RP23-120D6.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102612,RP23-348C6.5,,processed_pseudogene,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102613,RP24-194N20.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102616,RP23-203H5.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102622,Trbv7,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000102626,RP23-114L12.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102627,Snurf,84704,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000102637,RP23-23B15.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000102641,Ighv1-3,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102644,THAP6,,unitary_pseudogene,14.7405,30.184,22.4347,116.05641,25.2084,10.02888,6.07996,95.1317,116.15645,5.26549,22.1911,4.37276,1.0155,20.1022,3.06143,3.03512,45.05724,43.3038,298.412,183.688,274.68113
ENSMUSG00000102645,Ighv5-5,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102646,RP23-68L13.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102648,RP23-392F1.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,1.00164,0,0,0,0,0,0,0,0,0
ENSMUSG00000102654,Ighv1-21,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102655,RP23-242N11.13,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102656,Ighv1-32,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000102663,RP23-453A2.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102666,RP24-383D8.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000102667,RP23-20E4.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102668,RP24-223L5.1,102638579;102637173;100042012;100042201;100042110;102640053;102633642;102636532;100861906;100040509;100042417;100861973;100042578;102634493;101055735;100040712;102639490,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102669,RP24-294P1.1,,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102671,Vamp5,,protein_coding,363.4196,330.5525,692.7967,547.6481,500.8952,506.1,116.5019,352.0186,416.7271,289.6522,254.5713,379.8564,26.8134,36.3011,45,658.361,2379.831,1931.45,155.552,207.3121,237.92
ENSMUSG00000102678,Ighv1-21-1,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102692,Dchs2,,protein_coding,6,0,0,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0
ENSMUSG00000102696,RP23-242N11.14,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102697,PCDHA9,353237,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102706,RP23-76C20.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102707,RP24-81A22.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102710,RP24-445C12.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102711,RP24-434C11.1,,TEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102720,Rnf181,66510,protein_coding,148.861766,225.005639,268.499667,223.135245,335.17596,185.27244,37.66589,120.02589,211.5993,48.67068,131.293744,144.12272,44.499974,145.319451,142.5,38.5,274.8577008,253.934906,120.487995,137.50004,207.6016
ENSMUSG00000102724,AC158361.2,,protein_coding,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102730,RP24-122G9.20,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102731,RP24-550N13.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102735,RP23-37D15.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102739,Gm20772,665276;102636938;102637210;102633726;102637433;100862042,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478997,0
ENSMUSG00000102741,RP23-170E22.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102742,PCDHGB6,93723,protein_coding,0,0,0,5.52516,0,3.67025,0,1.8504,5.55722,0,0,0,0,0,0,0,0,0,1.86188,1.8636,0
ENSMUSG00000102746,RP23-255H8.1,,processed_pseudogene,2.25292,11.0152,4.0123,11.3601,1.40342,1.2289,0,10.1323,2.85281,1.12075,2.58335,0,0,3.42668,4.10215,0,7.44891,0.564159,49.4504,11.7205,0.477918
ENSMUSG00000102748,Pcdhgb2,93700,protein_coding,0,0,0,9,0,0,0,0,0,1.88042,0,0,0,0,0,0,0,1.85893,1.89616,1.89794,0
ENSMUSG00000102752,Gm7694,665574,protein_coding,56,28,86,67,82,68,13,102,68,16,19,31,0,3,0,3,4,15,51,75,71
ENSMUSG00000102754,RP24-323M2.1,,unprocessed_pseudogene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102757,RP23-174P13.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000102758,RP23-349M18.1,,lincRNA,2.21208,0,5.08968,1.08523,0,3.00412,0,0,4.05975,0,0,0,0,1.00292,0,0,0,1.00822,3.31123,1.06674,0
ENSMUSG00000102765,Ighv1-62,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102768,RP23-278C19.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102769,RP23-199D18.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000102773,Ighv1-17-1,,IG_V_pseudogene,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000102779,RP23-244J9.1,,processed_pseudogene,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102792,RP23-182A1.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102795,RP23-284A15.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102799,RP24-194N20.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717179,0
ENSMUSG00000102802,RP23-75P5.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
